Survey ID,Age,Gender,Ethnicity,Education Completed,Marital Status,Household Size,Spouse,Children,Parent,Religion,Full Time Employment,Part Time Employment,Employment Type,Student,Retired,Occupation,Income,Achieving Ends Meet,US Born,Duration of Residency,Citizenship Class,English Speaking,Familiarity with America,Familiarity with Ethnic Origin,Present Health,Present Mental Health,Health Insurance,Status of Ownership,Personal Car,Satisfaction with Life,Quality of Life
70007,48,Male,Korean,17,Married,4,Living with spouse,Living with children,0,Catholic,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,7,No,Well,High,Very high,Very Good,Very Good,Yes,Rent,Yes,,7
70492,40,Female,Korean,12,Married,3,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,Service worker,"$60,000 - $69,999",0,No,7,No,Not well,High,High,Very Good,Very Good,Yes,Rent,Yes,Pretty much,6
70432,40,Female,Korean,16,Married,4,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,"Clerical, office, sales","$70,000 and over",0,No,27,No,Well,Low,Very high,Very Good,Very Good,Yes,Own,Yes,Very much,9
70438,43,Male,Korean,16,Married,4,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,"Manager, executive, or official","$70,000 and over",1,No,28,No,Very well,High,High,Very Good,Very Good,Yes,Own,Yes,Not very much,10
10840,40,Male,Korean,17,Married,4,Living with spouse,Living with children,0,Protestant,0,0,None,0,0,Professional,"$70,000 and over",0,Yes,40,No,Very well,Very high,High,Excellent,Excellent,Yes,Rent,Yes,Pretty much,9
70245,24,Male,Korean,16,Single,1,0,0,0,None,0,0,None,0,0,Service worker,"$70,000 and over",0,Yes,7,No,Well,High,High,Very Good,Excellent,Yes,Rent,Yes,Pretty much,8
70386,27,Male,Korean,16,Single,1,0,0,0,None,0,0,None,Student,0,None,"$0 - $9,999",0,No,5,No,Not well,High,Very high,Excellent,Excellent,Yes,Rent,Yes,,7
10262,40,Male,Korean,17,Single,1,0,0,0,Catholic,Employed full time,0,Full Time,0,0,"Manager, executive, or official","$50,000 - $59,999",0,Yes,40,No,Very well,Very high,Very high,Very Good,Very Good,Yes,Own,Yes,Very much,7
70062,45,Male,Korean,16,Married,4,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,"Manager, executive, or official","$70,000 and over",0,No,24,No,Well,Very high,Very high,Excellent,Very Good,Yes,Own,Yes,Pretty much,8
70366,33,Female,Korean,16,Single,4,Living with spouse,Living with children,0,Catholic,0,0,None,0,0,None,"$10,000 - $19,999",1,No,5,No,Not well,Low,Very high,Very Good,Good,Yes,Rent,No,Pretty much,8
10455,45,Male,Korean,16,Married,5,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,Other,"$70,000 and over",0,No,15,Yes,Well,High,High,Very Good,Very Good,Yes,Own,Yes,Pretty much,7
70230,46,Female,Korean,12,Married,3,Living with spouse,Living with children,0,Protestant,0,0,None,0,0,None,"$30,000 - $39,999",1,No,5,Yes,Not well,Low,High,Poor,Fair,Yes,Rent,Yes,Pretty much,4
70383,39,Female,Korean,16,Married,4,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,Service worker,"$30,000 - $39,999",0,No,11,No,Not well,Low,High,Very Good,Very Good,0,Rent,Yes,Pretty much,6
70395,60,Male,Korean,16,Other,1,0,0,0,Protestant,Employed full time,0,Full Time,0,0,Other,"$10,000 - $19,999",0,No,17,No,Not well,Low,High,Very Good,Very Good,Yes,Rent,Yes,Pretty much,6
70437,44,Female,Korean,16,Married,4,Living with spouse,Living with children,0,Protestant,0,Employed part time,Part Time,0,0,"Clerical, office, sales","$70,000 and over",0,No,16,No,,,High,Very Good,Very Good,Yes,Own,Yes,Pretty much,8
70441,37,Female,Korean,14,Married,3,Living with spouse,Living with children,0,Protestant,0,0,None,0,0,Skilled trades,"$40,000 - $49,999",0,No,7,No,Not well,Low,High,Good,Fair,Yes,Rent,Yes,Pretty much,4
70494,71,Male,Korean,12,Married,2,Living with spouse,0,0,Protestant,0,0,None,0,Retired,None,"$10,000 - $19,999",0,No,20,No,Not well,High,Very high,Good,Excellent,Yes,Rent,Yes,Pretty much,8
10129,25,Female,Korean,16,Married,2,Living with spouse,0,0,Protestant,Employed full time,0,Full Time,0,0,"Manager, executive, or official","$60,000 - $69,999",0,Yes,25,No,Very well,Very high,High,Very Good,Excellent,0,Rent,Yes,,8
70066,43,Female,Korean,15,Married,4,Living with spouse,Living with children,0,Protestant,0,0,None,0,0,Other,"$70,000 and over",0,No,5,No,Not well,High,High,Very Good,Very Good,Yes,Own,Yes,Not very much,8
70042,38,Female,Korean,17,Married,4,Living with spouse,Living with children,0,Catholic,0,0,None,0,0,None,"$70,000 and over",0,No,5,No,Not well,Low,High,Good,Good,Yes,Own,Yes,Pretty much,7
70394,49,Female,Korean,17,Married,4,0,Living with children,0,Protestant,0,0,None,0,0,None,"$70,000 and over",1,No,6,No,Well,Low,High,Good,Very Good,Yes,Own,Yes,Not very much,8
70065,43,Male,Korean,17,Married,4,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,Skilled trades,"$70,000 and over",0,No,5,No,Well,High,High,Excellent,Excellent,Yes,Own,Yes,,9
70382,44,Male,Korean,17,Married,4,Living with spouse,Living with children,0,Protestant,0,0,None,0,0,Professional,"$30,000 - $39,999",0,Yes,34,Yes,Well,High,Very high,Excellent,Excellent,0,Rent,Yes,Pretty much,9
10395,23,Female,Korean,16,Single,2,0,0,0,Protestant,Employed full time,0,Full Time,0,0,Other,"$30,000 - $39,999",0,No,15,No,Very well,Very high,Low,Very Good,Very Good,Yes,Rent,Yes,Very much,7
10376,24,Female,Korean,17,Single,1,0,0,0,Protestant,Employed full time,0,Full Time,0,0,Professional,"$50,000 - $59,999",0,No,17,No,Very well,Very high,High,Excellent,Excellent,Yes,Rent,Yes,Very much,9
70409,65,Female,Korean,12,Married,2,Living with spouse,0,0,Protestant,0,0,None,0,0,None,"$0 - $9,999",1,,,No,,,,,,Yes,Rent,Yes,Pretty much,10
10130,25,Male,Korean,14,Married,2,Living with spouse,0,0,Protestant,Employed full time,0,Full Time,0,0,Other,"$60,000 - $69,999",0,No,8,No,Well,High,Low,Good,Very Good,0,Rent,Yes,,9
10135,22,Female,Korean,17,Single,2,0,0,Living with parents,Protestant,0,Employed part time,Part Time,Student,0,"Clerical, office, sales","$20,000 - $29,999",0,Yes,22,No,Very well,High,Low,Very Good,Very Good,0,Rent,Yes,Pretty much,8
70403,45,Male,Korean,16,Married,4,Living with spouse,Living with children,0,None,Employed full time,0,Full Time,0,0,"Manager, executive, or official","$70,000 and over",0,No,6,,Not well,Low,Very high,Excellent,Excellent,Yes,Rent,Yes,,7
70096,39,Female,Korean,16,Married,4,Living with spouse,Living with children,0,Protestant,0,0,None,0,0,None,"$70,000 and over",0,No,8,No,Not well,Very low,High,Excellent,Excellent,0,Own,Yes,,10
70041,38,Female,Korean,17,Married,3,Living with spouse,Living with children,0,Catholic,0,0,None,0,0,None,"$70,000 and over",0,No,10,No,Well,High,High,Good,Good,Yes,Own,Yes,Very much,8
70460,76,Male,Korean,16,Married,2,Living with spouse,0,0,Catholic,0,0,None,0,Retired,None,"$40,000 - $49,999",0,No,36,No,Not well,High,High,Good,Good,Yes,Own,Yes,Pretty much,9
10184,21,Female,Korean,13,Single,3,0,0,0,Protestant,0,0,None,0,0,None,"$0 - $9,999",1,Yes,10,Yes,Well,High,High,Fair,Fair,Yes,Rent,Yes,Not very much,8
70502,31,Female,Korean,17,Married,3,Living with spouse,Living with children,0,Protestant,0,0,None,Student,0,Other,"$60,000 - $69,999",0,No,6,No,Not well,Low,Very high,Good,Good,Yes,Rent,Yes,,6
70244,46,Male,Korean,16,Other,4,0,Living with children,0,None,Employed full time,0,Full Time,0,0,Other,"$70,000 and over",1,No,18,No,Well,High,High,Poor,Poor,Yes,Rent,Yes,Not at all,3
70098,39,Male,Korean,14,Married,4,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,Skilled trades,"$70,000 and over",0,No,8,No,Not well,Low,High,Very Good,Very Good,0,Own,Yes,,9
70429,39,Male,Korean,14,Married,4,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,Skilled trades,"$70,000 and over",0,No,8,No,Not well,Low,High,Very Good,Very Good,0,Own,Yes,,10
70280,65,Female,Korean,12,Married,3,0,0,0,Protestant,Employed full time,0,Full Time,0,0,Service worker,"$20,000 - $29,999",1,No,15,No,Not well,Low,High,Good,Good,0,Rent,Yes,Not very much,5
10196,48,Female,Korean,14,Married,3,Living with spouse,Living with children,0,Protestant,0,0,None,0,0,None,"$70,000 and over",0,No,40,No,Very well,Very high,High,Good,Good,Yes,Own,Yes,Pretty much,8
11169,23,Female,Korean,16,Single,4,0,0,Living with parents,None,0,Employed part time,Part Time,Student,0,Service worker,"$0 - $9,999",0,Yes,23,Yes,Very well,Very high,High,Excellent,Fair,0,Own,Yes,Very much,5
10453,25,Male,Korean,16,Single,2,0,0,0,,0,0,None,0,0,None,"$0 - $9,999",1,No,8,No,Very well,Very high,Very high,Very Good,Very Good,Yes,Rent,Yes,,7
70498,26,Female,Korean,12,Single,1,0,0,0,Protestant,Employed full time,0,Full Time,0,0,Service worker,"$20,000 - $29,999",1,No,6,No,Not well,High,Very high,Good,Good,Yes,Rent,Yes,,5
10040071,27,Female,Korean,16,Married,2,Living with spouse,0,0,Catholic,Employed full time,0,Full Time,0,0,Other,"$50,000 - $59,999",0,No,20,No,Very well,Very high,Very high,Excellent,Excellent,Yes,Rent,Yes,Very much,10
70430,38,Female,Korean,16,Married,4,0,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,Skilled trades,"$70,000 and over",0,No,8,No,Not well,Low,High,Very Good,Very Good,0,Rent,Yes,,10
70417,45,Male,Korean,,Married,4,Living with spouse,Living with children,0,None,0,0,None,0,0,Business owner,"$70,000 and over",0,No,7,No,Not at all,Low,Very high,Good,Very Good,Yes,Rent,Yes,,7
70224,55,Female,Korean,16,Married,6,Living with spouse,Living with children,0,Protestant,0,0,None,0,0,None,"$70,000 and over",0,No,7,Yes,Not well,High,High,Good,Excellent,Yes,Own,Yes,,6
70051,33,Female,Korean,16,Married,3,Living with spouse,Living with children,0,Protestant,0,0,None,0,0,None,"$30,000 - $39,999",1,No,7,No,Not well,Low,Low,Good,Good,0,Rent,Yes,Not very much,6
70458,41,Male,Korean,14,Married,4,Living with spouse,Living with children,0,Protestant,0,0,None,0,0,Business owner,"$70,000 and over",0,No,7,No,Not at all,Low,High,Good,Excellent,Yes,Own,Yes,Pretty much,8
70504,33,Male,Korean,17,Married,3,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,Skilled trades,"$70,000 and over",0,No,8,No,Not well,High,High,Excellent,Excellent,Yes,Rent,Yes,,8
700100,35,Male,Korean,17,Married,3,Living with spouse,Living with children,0,Protestant,0,Employed part time,Part Time,Student,0,Professional,"$30,000 - $39,999",1,No,7,No,Not well,Low,Very high,Very Good,Very Good,0,Rent,Yes,Pretty much,8
70086,42,Male,Korean,17,Married,4,Living with spouse,Living with children,0,Catholic,Employed full time,0,Full Time,0,0,"Manager, executive, or official","$70,000 and over",0,No,7,No,Very well,High,Very high,Good,Good,Yes,Own,Yes,Pretty much,8
70118,47,Female,Korean,16,Married,4,Living with spouse,Living with children,0,Catholic,0,0,None,0,0,None,"$70,000 and over",0,No,15,No,Not well,Low,High,Good,Good,Yes,Own,Yes,Pretty much,6
10052,25,Female,Korean,17,Single,1,0,0,0,Protestant,0,0,None,0,0,"Manager, executive, or official","$0 - $9,999",1,Yes,25,No,Very well,Very high,High,Excellent,Excellent,Yes,Rent,Yes,Pretty much,9
70023,44,Male,Korean,16,Married,3,Living with spouse,Living with children,0,Catholic,Employed full time,0,Full Time,0,0,"Clerical, office, sales","$70,000 and over",1,No,7,No,Well,High,Very high,Excellent,Excellent,Yes,Own,Yes,Not very much,8
70326,54,Female,Korean,12,Married,3,Living with spouse,Living with children,0,Catholic,Employed full time,0,Full Time,0,0,Service worker,"$70,000 and over",0,No,25,No,Well,High,High,Excellent,Excellent,Yes,Own,Yes,Pretty much,8
70506,20,Female,Korean,12,Single,2,0,0,0,Protestant,0,Employed part time,Part Time,Student,0,,"$60,000 - $69,999",1,No,7,No,Very well,High,Very high,Fair,Fair,Yes,Rent,Yes,Pretty much,7
70251,74,Male,Korean,16,Married,2,Living with spouse,0,0,Protestant,0,Employed part time,Part Time,0,0,Service worker,"$10,000 - $19,999",0,No,7,Yes,Well,Low,Very high,Fair,Fair,Yes,Rent,Yes,,4
70307,42,Female,Korean,16,Married,4,Living with spouse,Living with children,0,Protestant,0,Employed part time,Part Time,0,0,"Clerical, office, sales","$70,000 and over",0,No,7,No,Not well,High,Very high,Very Good,Very Good,Yes,Own,Yes,Pretty much,9
70499,38,Female,Korean,12,Married,4,Living with spouse,Living with children,Living with parents,Protestant,Employed full time,0,Full Time,0,0,Service worker,"$60,000 - $69,999",0,No,7,No,Not well,Low,High,Good,Very Good,Yes,Rent,Yes,Pretty much,7
70032,43,Female,Korean,15,Married,4,0,Living with children,0,None,0,Employed part time,Part Time,0,0,Professional,"$70,000 and over",1,No,17,No,Not well,Low,High,Good,Good,Yes,Rent,Yes,Pretty much,8
70055,18,Male,Korean,11,Single,4,0,0,Living with parents,Protestant,0,0,None,Student,0,None,"$70,000 and over",0,Yes,13,Yes,Very well,Very high,High,Good,Good,Yes,Rent,No,Pretty much,8
70052,39,Female,Korean,16,Married,4,Living with spouse,Living with children,0,Catholic,0,0,None,0,0,None,"$70,000 and over",1,No,13,Yes,Not well,Low,High,Good,Very Good,Yes,Own,Yes,Pretty much,7
70405,68,Female,Korean,12,Married,2,Living with spouse,0,0,Protestant,0,0,None,0,Retired,None,,1,No,37,No,Not well,High,Low,Good,Excellent,Yes,,Yes,Pretty much,8
10040069,39,Male,Korean,17,Married,4,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,10,Yes,Well,High,Very high,Very Good,Excellent,Yes,Own,Yes,Very much,8
70075,40,Male,Korean,17,Married,5,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,Professional,"$30,000 - $39,999",0,No,7,No,Not well,High,High,Excellent,Excellent,Yes,Rent,Yes,,9
70461,70,Female,Korean,16,Married,2,Living with spouse,0,0,Catholic,0,0,None,0,Retired,None,"$70,000 and over",0,No,40,No,Not well,High,Very high,Very Good,Very Good,Yes,Own,Yes,Very much,9
10459,50,Female,Korean,12,Married,3,Living with spouse,Living with children,0,Protestant,0,0,None,0,0,Other,"$70,000 and over",0,Yes,32,No,Well,High,Very high,Very Good,Very Good,Yes,Own,Yes,Pretty much,8
70012,47,Female,Korean,17,Married,4,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,13,No,Well,High,High,Very Good,Very Good,Yes,Rent,Yes,Pretty much,7
70329,72,Female,Korean,16,Married,6,Living with spouse,Living with children,0,Protestant,0,0,None,0,0,None,,1,No,8,No,Not well,Low,High,Good,Good,Yes,Rent,Yes,,5
70357,46,Male,Korean,17,Married,4,Living with spouse,Living with children,0,None,Employed full time,0,Full Time,0,0,"Manager, executive, or official",,,No,8,No,Not well,Low,Very high,Very Good,Good,Yes,Own,Yes,Not very much,7
70376,50,Female,Korean,16,Married,3,0,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,Service worker,"$40,000 - $49,999",0,No,23,No,Not well,High,High,Fair,Fair,Yes,Rent,Yes,,7
70044,41,Male,Korean,17,Married,4,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,Other,"$40,000 - $49,999",0,No,8,No,Well,High,High,Good,Good,Yes,Rent,Yes,,6
70353,35,Male,Korean,17,Single,1,0,0,0,Catholic,Employed full time,0,Full Time,0,0,"Manager, executive, or official","$40,000 - $49,999",0,No,8,No,Well,High,High,Good,Good,Yes,Rent,No,Pretty much,8
70308,45,Male,Korean,16,Married,4,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,"Manager, executive, or official","$70,000 and over",0,No,8,No,Well,High,Very high,Excellent,Excellent,Yes,Own,Yes,Pretty much,10
70515,19,Female,Korean,14,Single,5,0,0,Living with parents,Catholic,0,0,None,Student,0,None,"$70,000 and over",0,No,8,No,Very well,Very high,High,Very Good,Very Good,Yes,Rent,Yes,Pretty much,8
70259,68,Female,Korean,16,Married,2,Living with spouse,0,0,Protestant,0,0,None,0,0,None,"$0 - $9,999",1,No,8,No,Not at all,Low,High,Good,Good,Yes,Rent,Yes,Pretty much,4
70021,31,Female,Korean,12,Married,4,Living with spouse,Living with children,0,Protestant,0,0,None,0,0,None,"$70,000 and over",0,No,8,Yes,Not at all,Low,Low,Very Good,Very Good,Yes,Rent,Yes,,6
70024,42,Female,Korean,17,Married,4,Living with spouse,Living with children,0,Catholic,0,0,None,0,0,Business owner,"$70,000 and over",1,No,8,No,Well,Low,High,Good,Very Good,Yes,Own,Yes,Not very much,6
10457,44,Male,Korean,12,Married,4,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,Skilled trades,"$50,000 - $59,999",0,No,8,No,Not well,Very low,Very high,Fair,Very Good,0,Rent,Yes,,7
70333,38,Female,Korean,12,Married,4,Living with spouse,Living with children,0,Protestant,0,0,None,0,0,Other,"$50,000 - $59,999",0,No,8,No,Not well,Very low,Very high,Fair,Good,Yes,Rent,Yes,Pretty much,7
70043,41,Female,Korean,17,Married,4,Living with spouse,Living with children,0,Protestant,0,0,None,0,0,None,"$40,000 - $49,999",0,No,8,No,Not well,High,Very high,Very Good,Excellent,Yes,Rent,Yes,,5
70243,76,Male,Korean,17,Married,6,Living with spouse,Living with children,0,Protestant,0,0,None,0,Retired,Other,"$40,000 - $49,999",1,No,8,Yes,Not well,High,High,Good,Good,Yes,Rent,Yes,Not very much,4
70328,76,Male,Korean,17,Living with a partner,6,Living with spouse,Living with children,0,Protestant,0,0,None,0,Retired,Other,"$0 - $9,999",1,No,8,No,Not well,Low,High,Fair,Fair,Yes,Rent,Yes,Pretty much,3
70454,41,Female,Korean,12,Married,4,Living with spouse,Living with children,Living with parents,Protestant,Employed full time,0,Full Time,0,0,Other,"$30,000 - $39,999",0,No,8,No,Not well,High,High,Very Good,Very Good,Yes,Rent,Yes,Pretty much,10
70503,31,Female,Korean,17,Married,3,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,Professional,"$70,000 and over",0,No,15,No,Very well,High,High,Very Good,Very Good,Yes,Rent,Yes,Pretty much,7
70274,45,Female,Korean,16,Married,3,Living with spouse,Living with children,0,None,0,Employed part time,Part Time,0,0,Service worker,"$40,000 - $49,999",0,No,8,No,Not well,High,High,Fair,Good,Yes,Own,Yes,,7
70046,37,Male,Korean,17,Married,4,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,"Manager, executive, or official","$70,000 and over",0,No,9,Yes,Well,High,High,Very Good,Very Good,Yes,Rent,Yes,Pretty much,7
70356,43,Female,Korean,16,Married,4,Living with spouse,Living with children,0,Protestant,0,Employed part time,Part Time,0,0,Other,"$70,000 and over",1,No,8,No,Not well,High,Very high,Very Good,Very Good,Yes,Own,Yes,Pretty much,5
70428,41,Female,Korean,17,Married,5,Living with spouse,Living with children,0,Protestant,0,0,None,0,0,None,"$70,000 and over",0,No,13,No,Not well,High,Very high,Good,Very Good,Yes,Own,Yes,Pretty much,9
10323,53,Female,Korean,17,Married,4,Living with spouse,Living with children,0,Protestant,Employed full time,0,Full Time,0,0,"Manager, executive, or official","$70,000 and over",0,No,20,No,Very well,High,High,Fair,Fair,Yes,Own,Yes,Not very much,7
10233,44,Female,Korean,17,Married,4,Living with spouse,Living with children,0,Protestant,0,0,None,0,0,None,"$50,000 - $59,999",0,Yes,44,No,Very well,High,Low,Excellent,Excellent,Yes,Own,Yes,Pretty much,9
70337,43,Male,Korean,16,Married,2,Living with spouse,0,0,Protestant,0,0,None,0,0,Business owner,"$70,000 and over",0,No,9,No,Not well,High,Low,Very Good,Very Good,Yes,Own,Yes,,7
70350,74,Male,Korean,17,Married,2,Living with spouse,0,0,Protestant,0,0,None,0,Retired,Professional,"$0 - $9,999",0,No,40,No,Well,Very high,High,Excellent,Excellent,0,Rent,Yes,,10
70462,76,Male,Korean,17,Living with a partner,6,0,0,0,Protestant,0,0,None,0,Retired,Other,"$30,000 - $39,999",1,No,9,No,Not well,High,Very high,Fair,Very Good,Yes,Rent,Yes,Pretty much,2
70106,32,Male,Korean,17,Single,1,0,0,0,Catholic,Employed full time,0,Full Time,0,0,Skilled trades,"$20,000 - $29,999",0,No,9,No,Not well,High,High,Very Good,Very Good,Yes,Rent,Yes,Very much,7
